SIORG,Nome do Órgão,Última Atualização,Sigla/Nome do Software,Finalidade/Descrição,Área,Criticidade,Categoria 1,Categoria 2,Categoria 3,Compartilhar?,Por quê não compartilhar?,Nível de satisfação com o uso,Plataforma Operacional,Sistema Operacional,Linguagem de Programação,Banco de Dados,Frameworks/Bibliotecas,Integrações,Situação
17125,Ministério do Desenvolvimento Agrário – MDA,42544,SREDE,Sist. De Cadastro de Rede de Apoio: O sistema permite o cadastro e a habilitação de técnicos e instituições que integram a rede de apoio fornecendo uma visão da capilaridade e da qualificação dessa rede.,Fim,Alta,"Agropecuária, Pesca e Extrativismo",Gerenciamento de Projetos,,Não,Por se tratar de um sistema específico do Ministério ,Precisa melhorar,Web,Linux,PHP,Postgree,PHP puro,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,MAILING INTRANET,Envio de comunicados em massa,Meio,Média,Administração,,Sistema em desuso,Não,Por não está sendo mais utilizado,Precisa melhorar,Web,Linux,PHP,Postgree,"smarty, propel, framew. Proprio, PHP 5.3
",,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,Sisterleg web,"Sistema para acompanhamento, gestão e instrução processual dos processos de regularização fundiária. ",Fim,Alta,"Agropecuária, Pesca e Extrativismo",,,Não,Por se tratar de um sistema específico do Ministério ,Precisa melhorar,Web,Linux,PHP,Postgree,"smarty, propel, framew. Proprio, PHP 5.3
",,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,ARCA,Arca das Letras: Cadastrar dados das comunidades rurais e dos Agentes de Leitura que receberam a biblioteca em sua comunidade,Fim,Média,Cultura,Gerenciamento de Projetos,,Sim,,Precisa melhorar,Web,Linux,PHP,Postgree,PHP puro,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,SGT - Portal Terra Web,"Sistema de Gestão Territorial Web: composto pelos módulos TerraSGT, TerraSIG e TerraWEB",Fim,Média,"Agropecuária, Pesca e Extrativismo",Gerenciamento de Projetos,,Não,Por se tratar de um sistema específico do Ministério ,Atende às expectativas,Web,Linux,PHP,Postgree,PHP puro,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,PCTPLAN,Sist. De Controle de Projetos de Cooperação Técnica: Sistema para Controle de Projetos de Cooperação Técnica da Secretaria de Reordenamento Agrário,Meio,Média,Administração,Gerenciamento de Contratos,,Não,Por se tratar de um sistema específico do Ministério ,Atende às expectativas,Web,Linux,PHP,Postgree,extJS,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,SISFAF,Sist. Da Feira da Agricultura Familiar: Controlar os empreendimentos da Feira de Agricultura Familiar. ,Fim,Baixa,"Agropecuária, Pesca e Extrativismo",,,Não,Por se tratar de um sistema específico do Ministério ,Atende às expectativas,Web,Linux,PHP,Postgree,"smarty, propel, framew. Proprio",,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,Mais Gestão,Oferece o serviço de diagnóstico da gestão de cooperativas no intuito de levar assistência técnica e promover a inserção e qualificação dos projetos de agricultura familiar.,Fim,Média,"Agropecuária, Pesca e Extrativismo",,,Não,Por se tratar de um sistema específico do Ministério ,Atende às expectativas,Web,Linux,PHP,Postgree,cakePHP,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,SIAI (SISPAC),"Gestão do PAC2: Sistema do Programa de Aceleração do Crescimento. Visa o cadastro de prefeituras para aquisição de máquinas e equipamentos para recuperação de estradas vicinais, bem como o acompanhamento da utilização destas máquinas.",Fim,Alta,"Agropecuária, Pesca e Extrativismo",,,Não,Por se tratar de um sistema específico do Ministério ,Precisa melhorar,Web,Linux,PHP,Postgree,PHP 5.5.9/ Code charge studio 4.3/ BD Postgre SQL 9.3.7,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,Rede Brasil Rural,,Fim,Alta,"Agropecuária, Pesca e Extrativismo",,,Não,Por se tratar de um sistema específico do Ministério ,Precisa melhorar,Web,Linux,PHP,Postgree,Drupal,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,SICOFIN,"Sist. Convênio e Finanças: Controlar todas as formas de convênio definidas no manual de convênios e realizadas pelo Ministério nas fases de planejamento, acompanhamento e prestação de contas",Fim,Alta,"Agropecuária, Pesca e Extrativismo",Gerenciamento de Contratos,,Não,Por se tratar de um sistema específico do Ministério ,Atende às expectativas,Web,Linux,PHP,Postgree,"smarty, propel, framew. Proprio, PHP 5.3
",,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,SACI LIVRE,"Sist. De Adm. De Conteúdo Institucional: Controlar conteúdos, cadastros e permissões de usuários para a publicação de conteúdo no sítio do Ministério. ",Meio,Baixa,Administração,Gerenciamento de Conteúdo,,Não,Por se tratar de um sistema específico do Ministério ,Atende às expectativas,Web,Linux,PHP,Postgree,"smarty, propel, framew. Proprio, PHP 5.3
",,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,SISPAD,Sist. De Processos Administrativos: controla e acompanha processos administrativos disciplinares,Meio,Baixa,Administração,Controle de Processos,,Sim,,Atende às expectativas,Web,Linux,PHP,Postgree,"smarty, propel, framew. Proprio, PHP 5.3
",,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,SIGEP-SE,Sistema de Gerenciamento de Processo da Secretaria Executiva: Controlar tramitação de processos de todas as subunidades relacionadas à SECEX,Meio,Baixa,Administração,Controle de Processos,,Não,Por se tratar de um sistema de área meio do Ministério ,Atende às expectativas,Web,Linux,PHP,Postgree,,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,SISDEX,Sist. De Documentos Expedidos,Meio,Baixa,Administração,Controle de Processos,,Sim,,Atende às expectativas,Web,Linux,PHP,Postgree,"smarty, propel, framew. Proprio, PHP 5.3
",,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,Reaf,Reunião Especializada sobre Agricultura Familiar no Mercosul,Fim,Baixa,"Agropecuária, Pesca e Extrativismo",,,,,Atende às expectativas,Web,Linux,PHP,Postgree,Drupal,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,SIGEP-SE  (Sistema repetido),Sistema de Gerenciamento de Processo da Secretaria Executiva,,,,Controle de Processos,,,,Atende às expectativas,Web,Linux,PHP,Postgree,,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,SGF,Sistema de Gestão Federativa,Fim,Média,Planejamento e Gestão,,,Não,Por se tratar de um sistema específico do Ministério ,Atende às expectativas,Web,Linux,PHP,Postgree,"smarty, propel, framew. Proprio, PHP 5.3 ",,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,Sisterleg Offline,Sistema offline para coleta e cadastro de informação pessoal dos requerentes. ,Fim,Média,"Agropecuária, Pesca e Extrativismo",,,Não,Por se tratar de um sistema específico do Ministério ,Precisa melhorar,Desktop,Linux,PHP,Postgree,,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,Sisterleg GEO,Sistema para assimilação e gestão de parcelas georreferenciadas pelo Programa Terra Legal. ,Fim,Média,"Agropecuária, Pesca e Extrativismo",,,Não,Por se tratar de um sistema específico do Ministério ,Atende às expectativas,Web,Linux,PHP,Postgree,,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,Sisterleg Acervo,Sistema para acompanhamento de processos digitalizados na região de Altamira/PA,Fim,Média,Administração,Controle de Processos,,Não,Só hospedamos o portal.,Atende às expectativas,Web,Linux,PHP,Postgree,,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,DotProject,Gestão de projetos,Meio,Baixa,Planejamento e Gestão,Gerenciamento de Projetos, Ferramenta open source de gestão de projeto,Não,Por ser uma ferramenta open source.,Atende às expectativas,Web,Linux,PHP,Postgree,,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,SGT,Sist. Gestão Territorial: Apoiar os OET nas atividades de gestão e gerenciamento da base de dados espacial gerada a partir do georreferenciamento dos imóveis rurais do estado,Fim,Alta,"Agropecuária, Pesca e Extrativismo",Gerenciamento de Projetos,,Não,Por se tratar de um sistema específico do Ministério ,Atende às expectativas,Web,Linux,PHP,Postgree,C++ ,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,GESIN,Gestão integrada das áreas administrativas do Ministério (Area administrativa),Meio,Alta,Administração,,"Envolve áreas da administração: contrato, finança, orçamento, RH, patrimonio, almoxarifado, outros.",Sim,,Precisa melhorar,Web,Linux,PHP,Postgree,Zend 1.12/PHP 5.3,,Em produção
17125,Ministério do Desenvolvimento Agrário – MDA,42544,SCDE,Sistema de gestão de tempo das demandas externas.,Meio,Média,Administração,Auditoria e Controle Interno,,Não,Por ser um software adquirido ,Atende às expectativas,Web,Linux,PHP,Postgree,PHP 5.3/Laravel,,
478,Comissão de Valores Mobiliários – CVM,42544,CAP – CONTROLE DE AUDIÊNCIAS A PARTICULARES,Agendamento de audiências de pessoas externas à CVM com as diversas áreas.,Meio,Baixa,Administração,Controle de acesso rede/sistemas,,Não,Tecnologia ultrapassada e sistema acoplado,Atende às expectativas,Web,Windows,ASP,SQL SERVER 2000,ADO,SRH,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SCD – Sistema de Controle de Demandas,Solicitações de manutenções e desenvolvimento de sistemas e acesso a recursos de informática,Meio,Baixa,Planejamento e Gestão,Controle de Demandas/Chamados,,Não,Tecnologia ultrapassada e sistema acoplado,Atende às expectativas,Cliente/Servidor,Windows,JAVA,SQL SERVER 2000,"Vraptor 4.x, Hibernate 4.x, JAVA E.E. 7 (CDI, JTA, JPA, Bean Validation, JSP, JSTL)",SRH,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,DPA – SISTEMA DE DESVIOS E PERFORMANCE DE AUDITORES,Controlar os desvios encontrados por analistas da CVM em auditorias feitas pelos auditores cadastrados,Fim,Média,Planejamento e Gestão,Auditoria e Controle Interno,,Não,Tecnologia ultrapassada e sistema acoplado,Atende às expectativas,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,ADO,SAP,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,INQ - SISTEMA DE INQUÉRITOS,Controle de Processos Administrativos,Meio,Alta,Planejamento e Gestão,GED – Gestão Eletrônica de Documentos,,Não,Tecnologia ultrapassada e sistema acoplado,Atende às expectativas,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,ADO e INDYSOAP,SAP e SRH,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,REC – SISTEMA DE RECEBIMENTO E EXPD. DE CORRESPONDÊNCIA,Controle de envio e recebimento de correspondência da CVM,Meio,Baixa,Planejamento e Gestão,Protocolo,,Não,Tecnologia ultrapassada e sistema acoplado,Atende às expectativas,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,ADO,,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SMA – SISTEMA DE MAILING,Controle de informações para envio de e-mail para participantes de mercado,Meio,Baixa,Economia e Finanças,,Envio de e-mails para participantes de mercado,Não,Tecnologia ultrapassada e sistema acoplado,Precisa melhorar,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,BDE,SIC,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SAC – SISTEMA DE ATENDIMENTO AO CIDADÃO,"Envio de consultas, dúvidas, reclamações e sugestões por parte do mercado para a CVM",Fim,Média,Administração,Rede Social / Interações com o cidadão,,Não,Tecnologia ultrapassada e sistema acoplado,Atende às expectativas,Web,Windows,.Net,SQL SERVER 2000,,,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SAD – SISTEMA DE CONTROLE DE ATOS DECLARATÓRIOS,Gestão dos atos declaratórios dos participantes de mercado,,Baixa,Administração,Protocolo,,Não,Tecnologia ultrapassada e sistema acoplado,Precisa melhorar,Web,Windows,ASP,SQL SERVER 2000,ODBC,SIC,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SAP – SISTEMA DE ACOMPANHAMENTO DE PROCESSOS,Gestão do workflow dos processos da CVM,Fim,Alta,Planejamento e Gestão,Controle de Processos,,Não,Tecnologia ultrapassada e sistema acoplado,Precisa melhorar,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,ADO,SRH,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SCTAX – SISTEMA DE ARRECADAÇÃO - TAXA,Gestão da cobrança de taxa de fiscalização para os participantes de mercado,Meio,Alta,Economia e Finanças,Contabilidade/Financeiro/Orçamento,,Não,Tecnologia ultrapassada e sistema acoplado,Precisa melhorar,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,"BDE, ADO e INDYSOAP",SIC e SAP,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SCRED – SISTEMA DE RECEPÇÃO DE DOCUMENTOS,Agendamento e registro de recepção de documentos,Fim,Alta,Planejamento e Gestão,Controle de Processos,,Não,Tecnologia ultrapassada e sistema acoplado,Atende às expectativas,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,BDE,SIC e SAP,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,INTERNET CVM,"Portal para divulgação de informações relevantes ao mercado, tais como comunicados, alertas e informativos.",,,Administração,Portais Internet,,Sim,Customizado com base em Software já compartilhado (padrão de portais),Precisa melhorar,Web,Windows,Open CMS,,,,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SIC – SISTEMA DE INFORMAÇÕES CADASTRAIS,Manutenção dos dados cadastrais dos participantes de mercado,Fim,Média,Economia e Finanças,Controle de Processos,,Não,Tecnologia ultrapassada e sistema acoplado,Precisa melhorar,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,BDE e ADO,SAP,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SIE – SISTEMA DE INVESTIDORES ESTRANGEIROS,Manutenção dos dados cadastrais de investidores estrangeiros,Fim,Média,Economia e Finanças,Controle de Processos,,Não,Tecnologia ultrapassada e sistema acoplado,Atende às expectativas,Web,Windows,Delphi,SQL SERVER 2000,ADO,SIC e SAP,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,DAM – SISTEMA DE CONTROLE DE DÍVIDA ATIVA DE MULTAS,Gestão dos valores da dívida ativa relativas às multas aplicadas pela CVM aos participantes de mercado,Meio,,Economia e Finanças,Contabilidade/Financeiro/Orçamento,,Não,Tecnologia ultrapassada e sistema acoplado,Atende às expectativas,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,BDE e ADO,SCMUL e SAP,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SRA – SISTEMA DE RESTRIÇÃO DE ACESSO,Controle de acesso aos sistemas internos da CVM,,,Planejamento e Gestão,Controle de acesso rede/sistemas,,Não,Tecnologia ultrapassada e sistema acoplado,Atende às expectativas,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,ADO,SRH,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,TPC – CONTROLE DO TRÂMITE DE PROCESSOS NO COLEGIADO,Controle do workflow dos processos analisados pelo colegiado da CVM,Fim,Baixa,Planejamento e Gestão,Controle de Processos,,Sim,"Ainda precisa de ajustes, mas poderá ser compartilhado",Precisa melhorar,Web,Windows,JAVA,SQL SERVER 2000,JSF e JPA,INQ e SAP,Em desenvolvimento
478,Comissão de Valores Mobiliários – CVM,42544,SRE – SISTEMA DE ACOMPANHAMENTO DE REGISTROS,Gestão do workflow dos processos de registros de participantes de mercado e de emissão de valores mobiliários,Fim,Média,Economia e Finanças,Controle de Processos,,Não,Tecnologia ultrapassada e sistema acoplado,Precisa melhorar,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,BDE,SIC e SAP,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SRH – SISTEMA DE RECURSOS HUMANOS,"Controle de frequência, férias, benefícios, aposentadoria, pensão, movimentação de servidores e colaboradores",Meio,Baixa,Administração,Recursos Humanos,,Não,Tecnologia ultrapassada e sistema acoplado,Precisa melhorar,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,BDE e ADO,SRA,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,PORTAL DO INVESTIDOR,Portal com informações sobre o mercado de capitais para investidores e de caráter educativo para estudantes,Fim,Baixa,Economia e Finanças,Portais Internet,,Sim,Customizado com base em Software já compartilhado (padrão de portais),Atende às expectativas,Web,Windows,Open CMS,SQL SERVER 2000,,SIC,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,CVMWEB (Documentos),"Envio de documentos para a CVM, manutenção de dados cadastrais, emissão de GRU para pagamento de taxa e multa cominatória",Fim,Alta,Economia e Finanças,,Sistema de Envio de Informes Cadastrais e Financeiros,Não,Tecnologia ultrapassada e sistema acoplado,Precisa melhorar,Web,Windows,.Net,SQL SERVER 2000,ADO,SIC,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,PJUDIVDAT – SISTEMA DE CONTROLE DE DÍVIDA ATIVA DE TAXAS,Gestão dos valores da dívida ativa relativas às taxas de fiscalização cobradas pela CVM aos participantes de mercado,Meio,Média,Administração,Controle de Processos,,Não,Tecnologia ultrapassada e sistema acoplado,Precisa melhorar,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,BDE e ADO,SCTAX e SAP,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SCMUL – SISTEMA DE ARRECADAÇÃO - MULTA,Emissão de multas para os participantes de mercado que deixaram de cumprir suas obrigações legais perante a CVM,Meio,Alta,Administração,Controle de Processos,,Não,Tecnologia ultrapassada e sistema acoplado,Precisa melhorar,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,"BDE, ADO e INDYSOAP","SIC, SCRED e SAP",Em produção
478,Comissão de Valores Mobiliários – CVM,42544,INTRANET CVM,"Portal para divulgação de informações de caráter interno para os servidores e para apoio a solicitação de serviços gerais, ponto, marcação de férias, dentre outros",Meio,Média,Administração,Portais Intranet,,Não,Tecnologia ultrapassada e sistema acoplado,Precisa melhorar,Web,Windows,Open CMS,SQL SERVER 2000,,SRH,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SFI – SISTEMA DE SOLICITAÇÕES DE INSPEÇÃO,Gestão das solicitações de fiscalização externa da CVM nas Cias Abertas,Fim,Baixa,Planejamento e Gestão,Controle de Processos,,Não,Tecnologia ultrapassada e sistema acoplado,Precisa melhorar,Cliente/Servidor,Windows,Delphi,SQL SERVER 2000,ADO,SAP,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SSMCB,Sistema de Acompanhamento de Mercado,Fim,Alta,Economia e Finanças,,Fiscalização do Mercado Financeiro,Não,Projeto de BI. Dados específicos do processo de fiscalização da CVM.,Atende às expectativas,Web,"UNIX, WINDOWS SERVER",Delphi e parte de integração em JAVA,ORACLE,,BOVESPA e SIC,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,CTC – Controle de Termo de Compromisso,,Fim,Baixa,Planejamento e Gestão,Controle de Processos,,Sim,,Precisa melhorar,Web,Windows,JAVA,SQL SERVER 2000,,SIC e INQ,Em desenvolvimento
478,Comissão de Valores Mobiliários – CVM,42544,Business Inteligence de Fundos,Geração de relatórios de Fundos,Fim,Média,Economia e Finanças,,Fiscalização do Mercado Financeiro,Não,Projeto de BI. Dados específicos do processo de fiscalização da CVM.,Atende às expectativas,Web,Windows,BO,SQL SERVER 2005,,SIC,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,Business Inteligence de Inquéritos,Geração de relatórios de Inquéritos,Fim,Média,Planejamento e Gestão,Controle de Processos,,Não,Projeto de BI. Dados específicos do processo de fiscalização da CVM.,Atende às expectativas,Web,Windows,BO,SQL SERVER 2005,,INQ e SRH,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,Business Inteligence de Companhias Abertas,Geração de relatórios de Companhias Abertas,Fim,Alta,Economia e Finanças,,Fiscalização do Mercado Financeiro,Não,Projeto de BI. Dados específicos do processo de fiscalização da CVM.,Atende às expectativas,Web,Windows,Power Center / COGNOS,SQL SERVER 2005,,SIC e SRE,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,Business Inteligence de Dados Estattísticos,Geração de relatórios de Dados Estatísticos,Fim,Média,Planejamento e Gestão,,Fiscalização do Mercado Financeiro,Não,Projeto de BI. Dados específicos do processo de fiscalização da CVM.,Atende às expectativas,Web,Windows,BO,SQL SERVER 2005,,SIC,Em produção
478,Comissão de Valores Mobiliários – CVM,42544,Sistema Eletrônico de Informações (SEI),,Meio,Alta,Planejamento e Gestão,Controle de Processos,,Não,Sistema já compartilhado pelo TRF,Atende às expectativas,Web,Windows,PHP,MYSQL,,"SRH, SAP, INQ",Em produção
478,Comissão de Valores Mobiliários – CVM,42544,SSMCB v2,Sistema de Acompanhamento de Mercado – versão 2,Fim,Alta,Economia e Finanças,,Fiscalização do Mercado Financeiro,Não,Projeto de BI. Dados específicos do processo de fiscalização da CVM.,Atende às expectativas,Web,Windows,"SSIS (ETL), BO (Relatórios)",SQL SERVER 2012,,BOVESPA e SIC,Em desenvolvimento
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Minerva/Área Restrita,Área Restrita do candidato ao vestibular ou concurso da UFGD.,Fim,Média,Educação,Recursos Humanos,,Sim,,,Web,Linux,Java,PostgreSQL,Richfaces / JSF 1.2,Sistema integrado com o módulo administrativo.,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Auto Avaliação,Sistema de Auto Avaliação de Desempenho dos Servidores da UFGD,Meio,Baixa,Administração,Recursos Humanos,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Avaliação Institucional,Sistema de identificação e autenticação dos usuários da UFGD no LimeSurvey.,Meio,Baixa,Administração,,,Não,Controle desenvolvido apenas para suprir uma necessidade pontual da Universidade.,,Web,Linux,Java,PostgreSQL,Play Framework,Sistema integrado com o LimeSurvey,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Biblioteca Aministrador,Sistema de gestão e controle de acervos bibliográficos da UFGD,Fim,Alta,Educação,Biblioteca,,Sim,,,Web,Linux,Java,PostgreSQL,Primefaces / JSF 2,Integrado com os demais módulos da Biblioteca.,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Biblioteca Aluno,Módulo acadêmico do sistema bibliotecário. Sistema apoio ao uso da biblioteca on line.,Fim,Alta,Educação,Biblioteca,,Sim,,,Web,Linux,Java,PostgreSQL,Primefaces / JSF 2,"Integrado os demais módulos da Biblioteca, com os sistemas SIGECAD e SCPG.",Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Biblioteca Balcão,Módulo de atendimento de balcão do sistema da Biblioteca.,Fim,Alta,Educação,Biblioteca,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,"Integrado com os demais módulos da Biblioteca, com os sistemas GEP, SIGECAD e SCPG.",Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Biblioteca Servidor,Módulo do servidor público do sistema bibliotecário. Sistema apoio ao uso da biblioteca on line.,Meio,Alta,Educação,Biblioteca,,Sim,,,Web,Linux,Java,PostgreSQL,Primefaces / JSF 2,Integrado com os demais módulos da Biblioteca e GEP.,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Boletim de Serviço,Consulta a Boletim de serviço,Meio,Alta,Administração,GED – Gestão Eletrônica de Documentos,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com o módulo administrativo,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Boletim Administrador,Sistema de Publicação dos Atos Oficiais da UFGD,Meio,Alta,Administração,GED – Gestão Eletrônica de Documentos,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com o Boletim de Serviço,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Cartão,Sistema para gerência dos cartões e crachás impressos pela UFGD e utilizados nos sistemas da Instituição.,Fim,Média,Educação,,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,"Integrado com o sistema do R.U., Biblioteca, GEP, SIGECAD e SCPG.",Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Ajuda,Central de ajuda ao usuário dos aplicativos e serviços da UFGD,Meio,Baixa,Administração,Help Desk,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com o módulo administrativo,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Ajuda Administrador,Sistema administrador do sistema Central de Ajuda,Meio,Baixa,Administração,Help Desk,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com o Ajuda.,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Minerva/Centro de Seleção Administrador,Sistema gerenciador da área restrita e dos processos seletivos,Fim,Média,Administração,Recursos Humanos,,Sim,,,Web,Linux,Java,PostgreSQL,Richfaces / JSF 1.2,Integrado com o módulo público,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Biblioteca Público,Consulta ao acervo da biblioteca da UFGD,Fim,Alta,Educação,Biblioteca,,Sim,,,Web,Linux,Java,PostgreSQL,Primefaces / JSF 2,Integrado com o sistema da Biblioteca,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Lime Survey,Sistema gestão de questionários de processos de autoavaliação institucional da UFGD,Meio,Baixa,Administração,,,Não,Software livre,,Web,Linux,PHP,PostgreSQL,,,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,WebMail,Email da UFGD,Meio,Alta,Administração,,,Não,Compra de lincensa de uso,,Web,Windows,,,,Integrado com o AD.,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,GRU Consulta,Gerador de boletos de GRU da UFGD,Meio,Alta,Administração,Contabilidade/Financeiro/Orçamento,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com o GRU,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Gestão Censo,Sistema de apoio à coleta de dados utilizados no Censo da Educação Superior - módulo de gestão,Meio,Baixa,Educação,,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com o Censo,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,GEP/ Gestão de Pessoas,Sistema de Gestão dos Recursos Humanos da UFGD,Meio,Alta,Administração,Recursos Humanos,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,"Integrado com o SIAPE, através da Fita Espelho.",Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,GRU,Sistema de gerenciamento das GRUs fornecidas pela UFGD,Meio,Média,Administração,Contabilidade/Financeiro/Orçamento,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com o GRU Consulta,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Censo,Sistema de apoio à coleta de dados utilizados no Censo da Educação Superior,Meio,Baixa,Educação,,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com o Gestão Censo,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Login,Autenticação única do UFGDNet 2.0,Meio,Alta,Administração,Controle de acesso rede/sistemas,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com os sistemas Web da UFGD e com o AD,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Macrodados,Sistema de acesso ao registro de macrodados online da FACE / UFGD,Meio,Baixa,Administração,Controle de acesso rede/sistemas,,Não,Controle desenvolvido apenas para suprir uma necessidade pontual da Universidade.,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com o Macro Dados Online,Em produção
84712,Fundação Universidade Federal da Grande Dourados – UFGD,42544,Mala Direta,Sistema de envio de e-mail para os alunos matriculados em cursos da UFGD,Fim,Média,Educação,,,Sim,,,Web,Linux,Java,PostgreSQL,Play Framework,Integrado com o GEP e sistemas SIGECAD,Em produção
